"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"NOME_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"268570";"Nota Fiscal";"2010";"4";"ACIR GURGACZ";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"05.914.650/0001-66";"CENTRAIS ELÉTRICAS DE RONDÔNIA S.A. - CERON";"452163-3";"2010-04-12";;"41,84"
"268584";"Nota Fiscal";"2010";"4";"ACIR GURGACZ";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"34.738.278/0001-82";"CHAVEIRO NASCIMENTO LTDA - ME";"020638";"2010-04-26";;"17,00"
"268578";"Nota Fiscal";"2010";"4";"ACIR GURGACZ";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"07.170.542/0001-51";"INK JET INFORMÁTICA E PAPELARIA LTDA-ME";"014115";"2010-04-20";;"180,00"
"268566";"Nota Fiscal";"2010";"4";"ACIR GURGACZ";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"06.053.641/0001-90";"PAPELARIA UNIVERS - RCMG MALINI - ME";"009301";"2010-04-01";;"2,50"
"268582";"Cupom Fiscal";"2010";"4";"ACIR GURGACZ";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"06.053.641/0001-90";"RCMG MALINI - ME";"050774";"2010-04-23";;"30,73"
"268567";"Cupom Fiscal";"2010";"4";"ACIR GURGACZ";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.893.042/0001-61";"SOL NASCENTE COM. DE GENEROS ALIMENTÍCIOS LTDA";"017288";"2010-04-08";;"16,96"
"268568";"Cupom Fiscal";"2010";"4";"ACIR GURGACZ";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"01.893.042/0001-61";"SOL NASCENTE COM. DE GENEROS ALIMENTÍCIOS LTDA";"017449";"2010-04-12";;"19,00"
"268565";"Cupom Fiscal";"2010";"4";"ACIR GURGACZ";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"34.750.281/0001-11";"SUPERMERCADO SANCHEZ LTDA";"021382";"2010-04-01";;"11,95"
"257555";"Nota Fiscal";"2010";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.708.169/0001-63";"ASSIS AEROTÁXI LTDA ATAL";"000644";"2010-04-22";;"8900,00"
"268575";"Cupom Fiscal";"2010";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.097.926/0001-00";"AUTO POSTO DORALICE LTDA";"128655";"2010-04-15";;"20,05"
"268583";"Cupom Fiscal";"2010";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.042.246/0001-75";"AUTO POSTO 2000 II";"137867";"2010-04-25";;"30,00"
"268573";"Cupom Fiscal";"2010";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11.097.380/0001-40";"D. DA SILVA RIBEIRO & CIA LTDA ME";"029977";"2010-04-14";;"11,22"
"268574";"Cupom Fiscal";"2010";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"11.097.380/0001-40";"D. DA SILVA RIBEIRO & CIA LTDA ME";"030303";"2010-04-15";;"9,78"
"268577";"Cupom Fiscal";"2010";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.633.406/0002-31";"ELO-COOPERATIVA DE CONSUMO DE RONDÔNIA";"374010";"2010-04-16";;"49,50"
"264356";"Nota Fiscal";"2010";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.778.630/0001-42";"RIMA - RIO MADEIRA AEROTÁXI LTDA";"001870";"2010-04-24";;"3000,00"
"257554";"Nota Fiscal";"2010";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.778.630/0001-42";"RIMA- RIO MADEIRA AEROTÁXI";"001857";"2010-04-13";;"2000,00"
"268571";"Cupom Fiscal";"2010";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.730.741/0001-77";"SILVA & PELIN LTDA";"225108";"2010-04-13";;"104,98"
"268572";"Cupom Fiscal";"2010";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.730.741/0001-77";"SILVA & PELIN LTDA";"225522";"2010-04-14";;"126,30"
"268576";"Nota Fiscal";"2010";"4";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"34.472.852/0001-01";"TOLDU'S PIZZARIA";"0023919";"2010-04-16";;"204,05"
"268347";"Nota Fiscal";"2010";"5";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.914.650/0001-66";"CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON";"0452163-3";"2010-05-19";;"40,76"
"268346";"Nota Fiscal";"2010";"5";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.914.650/0001-66";"CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON";"0454206-1";"2010-05-19";;"284,24"
"264357";"Recibo";"2010";"5";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"004.***.***-63";"GILBERTO PISELO DO NASCIMENTO";;"2010-05-12";;"5000,00"
"277228";"Nota Fiscal";"2010";"5";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"76.535.764/0001-43";"OI BRASIL TELECOM S.A.";"96301-1";"2010-05-14";;"605,95"
"268340";"Boleto Bancário";"2010";"5";"ACIR GURGACZ";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"10.918.640/0001-39";"RF COMÉRCIO DE PRODUTOS DE HIGIENE E DESCARTÁVEIS";"230";"2010-05-12";;"139,00"
"268352";"Cupom Fiscal";"2010";"5";"ACIR GURGACZ";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"34.750.281/0001-11";"SUPERMERCADO SANCHEZ LTDA";"022778";"2010-05-26";;"9,06"
"268341";"Nota Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.742.056/0001-23";"A TOCA";"000273";"2010-05-13";;"21,00"
"268343";"Cupom Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.714.223/0001-46";"AUTO POSTO RIBEIRO LTDA";"046222";"2010-05-13";;"69,00"
"268350";"Cupom Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.219.464/0001-32";"AUTO POSTO SOBERANO LTDA";"302916";"2010-05-21";;"20,01"
"268351";"Nota Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06.281.077/0001-63";"CHURRASCARIA GRÃO DE OURO";"096553697";"2010-05-25";;"43,00"
"268335";"Nota Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.097.176/0001-64";"CHURRASCARIA LOCATELLI";"99615996";"2010-05-07";;"29,50"
"268342";"Nota Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.908.726/0001-80";"DIVON'S RESTAURANTE";"001092";"2010-05-13";;"7,00"
"268336";"Cupom Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.390.927/0001-36";"PANIFICADORA TUTTI PANE LTDA - ME";"020881";"2010-05-07";;"17,00"
"268348";"Nota Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.303.096/0001-31";"POCAHY &  VIEIRA LTDA - ME";"0004565";"2010-05-20";;"13,00"
"268338";"Cupom Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.730.741/0001-77";"SILVA & PELIN LTDA";"235983";"2010-05-08";;"29,99"
"268337";"Cupom Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.730.741/0001-77";"SILVA & PELIN LTDA";"235735";"2010-05-08";;"59,99"
"268339";"Cupom Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.730.741/0001-77";"SILVA & PELIN LTDA";"236306";"2010-05-09";;"29,99"
"268344";"Cupom Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.730.741/0001-77";"SILVA & PELIN LTDA";"238215";"2010-05-14";;"103,07"
"268345";"Cupom Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.730.741/0001-77";"SILVA & PELIN LTDA";"239986";"2010-05-18";;"136,97"
"268349";"Cupom Fiscal";"2010";"5";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"06.018.304/0001-62";"ZE BRANCO AUTO POSTO LTDA ME";"008049";"2010-05-21";;"129,00"
"277230";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.914.650/0001-66";"CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON";"452163-3";"2010-06-09";;"41,37"
"277235";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.914.650/0001-66";"CENTRAIS ELÉTRICAS DE RONDÔNIA - CERON";"454206-1";"2010-06-16";;"176,17"
"277231";"Recibo";"2010";"6";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"004.***.***-63";"GILBERTO PISELO DO NASCIMENTO";;"2010-06-12";;"5000,00"
"277233";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"76.535.764/0001-43";"OI - BRASIL TELECOM S.A.";"00044922";"2010-06-14";;"574,51"
"277229";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"07.193.945/0001-16";"FOTO LOPES";"002249";"2010-06-04";;"11,00"
"292265";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.027.459/0001-04";"AUTO POSTO CENTRO NORTE";"005094";"2010-08-25";;"99,50"
"292260";"Cupom Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05.598.170/0001-33";"AUTO POSTO DELARCO LTDA";"040324";"2010-06-24";;"50,00"
"292261";"Cupom Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05.598.170/0001-33";"AUTO POSTO DELARCO LTDA";"040325";"2010-06-24";;"143,55"
"292263";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"15.896.996/0001-32";"GIRA SOL PALACE HOTEL";"8049";"2010-06-25";;"60,00"
"292264";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"15.896.996/0001-32";"GIRA SOL PALACE HOTEL";"8048";"2010-06-25";;"64,50"
"292268";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05.902.762/0001-05";"POSTO ALIANÇA";"336473";"2010-06-26";;"75,00"
"277234";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03.604.591/0001-02";"POSTO MONTE CASTELO";"92894344";"2010-06-16";;"129,20"
"292262";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.379.791/0001-51";"RESTAURANTE AMAZONAS II";"493505";"2010-06-24";;"66,00"
"292267";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.247.987/0001-02";"RESTAURANTE ORIENTE LTDA EPP";"0039048";"2010-06-26";;"56,00"
"277232";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.778.630/0001-42";"RIMA - RIO MADEIRA AEROTÁXI LTDA";"001953";"2010-06-13";;"3750,00"
"278425";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.778.630/0001-42";"RIMA - RIO MADEIRA AEROTÁXI LTDA";"001970";"2010-06-22";;"4200,00"
"292266";"Nota Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.778.594/0001-10";"SABOR MINEIRO";"0317";"2010-06-26";;"17,00"
"292269";"Cupom Fiscal";"2010";"6";"ACIR GURGACZ";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.730.741/0001-77";"SILVA & PELIN LTDA";"257009";"2010-06-29";;"113,98"
"297713";"Fatura";"2010";"7";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"76.535.764/0323-47";"BRASIL TELECOM S.A.";"1007.000008700";"2010-07-14";;"603,35"
"297714";"Nota Fiscal";"2010";"7";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.914.650/0001-66";"CERON - CENTRAIS ELÉTRICAS DE RONDÔNIA S.A.";"0004540";"2010-07-18";;"161,67"
"288159";"Recibo";"2010";"7";"ACIR GURGACZ";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"004.***.***-63";"GILBERTO PISELO DO NASCIMENTO";;"2010-07-12";;"5000,00"
